鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
四湖鄉,溪底村,190,119058,627,541,319,814,429.55,68.55
四湖鄉,溪尾村,115,75490,656,437,307,832,650.07,99.03
四湖鄉,崙南村,142,86325,608,460,300,765,548.15,90.17
四湖鄉,崙北村,299,211699,708,565,303,955,583.46,82.41
四湖鄉,內湖村,143,86452,605,481,247,856,530.98,87.83
四湖鄉,??子村,129,92990,721,550,306,857,652.82,90.56
四湖鄉,廣溝村,135,79423,588,502,282,779,431.87,73.41
四湖鄉,飛沙村,201,148386,738,506,291,884,932.77,126.35
四湖鄉,三姓村,70,45739,653,586,365,910,411.42,62.96
四湖鄉,林東村,195,129664,665,526,331,835,526.72,79.21
四湖鄉,林厝村,189,124261,657,523,300,911,494.59,75.23
四湖鄉,飛東村,118,75979,644,506,332,819,434.94,67.55
四湖鄉,??東村,171,110456,646,526,335,847,480.33,74.36
四湖鄉,其他,0,0,0,0,0,0,0.00,0.00
四湖鄉,合計,3957,2673362,676,532,315,871,570.89,84.50
口湖鄉,下崙村,382,237313,621,476,294,802,552.26,88.90
口湖鄉,崙中村,313,206660,660,534,315,842,635.57,96.26
口湖鄉,崙東村,293,187150,639,510,301,818,529.06,82.83
口湖鄉,青蚶村,89,48664,547,422,284,716,462.60,84.60
口湖鄉,梧北村,192,107326,559,472,294,735,411.48,73.61
口湖鄉,梧南村,314,195534,623,523,311,864,460.77,73.99
口湖鄉,水井村,146,89840,615,511,278,833,499.22,81.13
口湖鄉,湖口村,155,90825,586,462,303,776,475.25,81.10
口湖鄉,後厝村,123,69227,563,454,238,729,500.29,88.89
口湖鄉,過港村,97,53351,550,468,283,705,454.05,82.55
口湖鄉,埔北村,158,93201,590,444,296,765,492.55,83.50
口湖鄉,埔南村,139,87587,630,478,317,785,508.13,80.64
口湖鄉,謝厝村,202,117094,580,466,262,740,460.65,79.47
口湖鄉,頂湖村,114,73942,649,547,312,867,594.26,91.62
口湖鄉,口湖村,239,158407,663,592,345,829,479.22,72.30
口湖鄉,湖東村,240,161180,672,537,309,822,570.15,84.90
口湖鄉,蚵寮村,219,139955,639,511,338,825,504.49,78.94
口湖鄉,港西村,139,92712,667,479,316,852,601.25,90.14
口湖鄉,港東村,250,148524,594,475,277,732,516.82,86.99
口湖鄉,臺子村,286,168850,590,495,305,774,497.84,84.32
口湖鄉,成龍村,160,107650,673,525,300,861,626.56,93.13
